student_id,name,gender,date_of_birth,age,phone_number,ward,parent_availability,source_of_income,special_circumstance,discipline,enrollment_year,KCPE_score,KCPE_grade,application_id,bursary_name,application_deadline,application_date,status,requested_amount,approved_amount,disbursement_status
9531,Melinda Reed,Female,2007-01-10,17,0738385922,Matisi,1,No,Marginalized,Poor,2022,421,A,9531,Constituency Bursary Fund,2024-06-30,2023-09-24,approved,13000,13000,Yes
9532,Stefanie Good,Female,2007-05-16,17,0759544373,Matisi,0,No,None,Good,2020,267,D,9532,Constituency Bursary Fund,2024-06-30,2024-03-30,approved,30000,30000,Yes
9533,Michelle Hess,Female,2005-10-16,18,0749121389,Kinyoro,0,No,Special Needs,Good,2020,196,E,9533,Constituency Bursary Fund,2024-06-30,2024-05-29,approved,12000,12000,Yes
9534,Mary Martinez,Female,2010-12-26,13,0716697887,Saboti,2,No,Marginalized,Good,2019,320,C,9534,Constituency Bursary Fund,2024-06-30,2023-09-20,approved,13000,13000,Yes
9535,Robert Travis,Female,2006-04-10,18,0784716998,Kinyoro,0,No,Marginalized,Good,2019,323,C,9535,Constituency Bursary Fund,2024-06-30,2023-09-09,approved,23000,23000,Yes
9536,Jacob Jones,Female,2007-08-09,16,0767727913,Saboti,0,No,Marginalized,Good,2022,216,E,9536,Constituency Bursary Fund,2024-06-30,2023-09-10,approved,26000,26000,Yes
9537,Jeffrey Black,Female,2006-02-01,18,0711783304,Saboti,0,No,Special Needs,Good,2022,472,A,9537,Constituency Bursary Fund,2024-06-30,2023-12-18,approved,13000,13000,Yes
9538,Nicole Best,Female,2010-11-01,13,0724275852,Matisi,2,Yes,None,Poor,2022,477,A,9538,Constituency Bursary Fund,2024-06-30,2024-07-12,approved,17000,17000,Yes
9539,Frederick Olsen,Female,2009-03-09,15,0760469766,Kinyoro,2,Yes,Marginalized,Poor,2021,169,E,9539,Constituency Bursary Fund,2024-06-30,2024-01-06,pending,15000,0,No
9540,Sherry Gonzalez,Male,2005-12-04,18,0771625032,Machewa,1,Yes,None,Poor,2020,478,A,9540,Constituency Bursary Fund,2024-06-30,2024-01-26,approved,24000,24000,Yes
9541,Lauren Reyes,Male,2007-02-01,17,0755383444,Kinyoro,2,No,Marginalized,Fair,2020,210,E,9541,Constituency Bursary Fund,2024-06-30,2023-11-16,approved,29000,29000,Yes
9542,Brittney Williams,Male,2005-08-18,18,0767174619,Kinyoro,1,Yes,Special Needs,Poor,2019,273,D,9542,Constituency Bursary Fund,2024-06-30,2024-03-30,pending,26000,0,No
9543,Melissa Gomez,Female,2009-01-08,15,0730422791,Saboti,0,No,Special Needs,Poor,2021,493,A,9543,Constituency Bursary Fund,2024-06-30,2024-06-05,approved,24000,24000,Yes
9544,Dr. Samuel Gutierrez MD,Male,2005-12-05,18,0703681723,Saboti,2,No,Marginalized,Fair,2021,197,E,9544,Constituency Bursary Fund,2024-06-30,2024-03-18,pending,25000,0,No
9545,George Gonzalez,Female,2007-03-13,17,0712866335,Tuwani,0,No,None,Poor,2019,408,A,9545,Constituency Bursary Fund,2024-06-30,2024-02-06,approved,14000,14000,Yes
9546,George Diaz,Male,2006-12-02,17,0718002912,Matisi,0,No,Marginalized,Fair,2022,396,B,9546,Constituency Bursary Fund,2024-06-30,2023-07-29,approved,25000,25000,Yes
9547,Jacob Peters,Female,2010-02-21,14,0770263750,Machewa,2,Yes,None,Poor,2022,325,C,9547,Constituency Bursary Fund,2024-06-30,2024-03-16,approved,20000,20000,Yes
9548,Stephanie King,Male,2008-03-30,16,0738279417,Matisi,0,No,Marginalized,Good,2021,262,D,9548,Constituency Bursary Fund,2024-06-30,2024-06-12,approved,27000,27000,Yes
9549,Alexandria Lopez,Female,2007-03-31,17,0763530072,Matisi,1,Yes,Marginalized,Good,2020,174,E,9549,Constituency Bursary Fund,2024-06-30,2024-01-03,pending,28000,0,No
9550,Paul Vasquez,Male,2009-10-12,14,0723914019,Tuwani,0,No,Marginalized,Good,2020,475,A,9550,Constituency Bursary Fund,2024-06-30,2023-09-23,approved,11000,11000,Yes
9551,Monica Walker,Male,2007-01-04,17,0781910381,Matisi,2,Yes,None,Fair,2020,289,D,9551,Constituency Bursary Fund,2024-06-30,2023-09-28,pending,24000,0,No
9552,Kelli Kirby,Female,2011-04-16,13,0765835822,Matisi,1,Yes,Marginalized,Fair,2021,224,E,9552,Constituency Bursary Fund,2024-06-30,2023-09-11,approved,29000,29000,Yes
9553,Dylan Shields,Male,2007-02-04,17,0714689608,Kinyoro,2,Yes,Special Needs,Fair,2019,265,D,9553,Constituency Bursary Fund,2024-06-30,2023-08-11,approved,12000,12000,Yes
9554,Bryan Moore,Female,2007-04-24,17,0745139127,Matisi,2,No,None,Poor,2019,459,A,9554,Constituency Bursary Fund,2024-06-30,2024-06-21,approved,18000,18000,Yes
9555,Sara Ross,Male,2008-02-12,16,0739312543,Matisi,2,Yes,Marginalized,Good,2019,200,E,9555,Constituency Bursary Fund,2024-06-30,2024-01-08,approved,12000,12000,Yes
9556,Isaac Robinson,Female,2006-10-10,17,0706479750,Matisi,2,No,None,Fair,2020,183,E,9556,Constituency Bursary Fund,2024-06-30,2023-09-05,approved,24000,24000,Yes
9557,Anthony Miller,Male,2009-05-25,15,0786627977,Tuwani,0,No,Special Needs,Good,2022,163,E,9557,Constituency Bursary Fund,2024-06-30,2023-09-22,approved,14000,14000,Yes
9558,Mr. John Smith,Female,2005-08-28,18,0791837854,Matisi,2,Yes,Special Needs,Fair,2022,245,E,9558,Constituency Bursary Fund,2024-06-30,2024-03-06,pending,19000,0,No
9559,Michael Garcia,Female,2006-05-22,18,0782830871,Machewa,1,No,Marginalized,Good,2021,227,E,9559,Constituency Bursary Fund,2024-06-30,2023-11-21,approved,12000,12000,Yes
9560,Joseph Crawford MD,Male,2008-03-29,16,0774665171,Saboti,2,No,Marginalized,Poor,2019,256,D,9560,Constituency Bursary Fund,2024-06-30,2023-12-13,approved,28000,28000,Yes
9561,Ian Franklin,Male,2007-07-15,17,0731817095,Machewa,0,No,Special Needs,Fair,2022,211,E,9561,Constituency Bursary Fund,2024-06-30,2023-11-08,approved,23000,23000,Yes
9562,Mrs. Suzanne Fisher,Female,2007-03-20,17,0708626468,Tuwani,0,No,Marginalized,Good,2019,179,E,9562,Constituency Bursary Fund,2024-06-30,2024-04-03,approved,15000,15000,Yes
9563,Joe Mcclain,Female,2011-05-31,13,0773062385,Saboti,1,No,Special Needs,Good,2021,248,E,9563,Constituency Bursary Fund,2024-06-30,2024-07-02,approved,10000,10000,Yes
9564,Joanna Morales,Male,2010-04-11,14,0742371318,Tuwani,0,No,None,Poor,2020,309,C,9564,Constituency Bursary Fund,2024-06-30,2024-06-26,approved,19000,19000,Yes
9565,Nicole Wilson,Male,2010-01-01,14,0759026457,Tuwani,2,Yes,Special Needs,Good,2022,393,B,9565,Constituency Bursary Fund,2024-06-30,2023-08-22,approved,16000,16000,Yes
9566,Emily Gordon,Female,2009-09-29,14,0723624913,Kinyoro,1,Yes,Marginalized,Good,2019,397,B,9566,Constituency Bursary Fund,2024-06-30,2024-05-07,approved,29000,29000,Yes
9567,Mary Stevens,Female,2005-08-25,18,0748796670,Tuwani,1,No,Special Needs,Fair,2022,352,B,9567,Constituency Bursary Fund,2024-06-30,2023-08-15,approved,28000,28000,Yes
9568,Denise Mitchell,Female,2005-09-09,18,0779815526,Machewa,1,Yes,Marginalized,Fair,2020,254,D,9568,Constituency Bursary Fund,2024-06-30,2023-08-14,approved,27000,27000,Yes
9569,Anthony Barnes,Male,2009-02-21,15,0722509647,Matisi,0,No,None,Poor,2021,192,E,9569,Constituency Bursary Fund,2024-06-30,2023-10-23,approved,23000,23000,Yes
9570,Timothy Jackson,Female,2007-01-24,17,0743245570,Kinyoro,2,No,Special Needs,Poor,2022,361,B,9570,Constituency Bursary Fund,2024-06-30,2023-09-15,approved,19000,19000,Yes
9571,Christina Walker,Male,2009-05-21,15,0767030537,Machewa,2,Yes,Marginalized,Fair,2019,170,E,9571,Constituency Bursary Fund,2024-06-30,2024-03-26,approved,22000,22000,Yes
9572,Denise Johnson,Female,2005-08-30,18,0741816024,Saboti,0,No,None,Poor,2020,331,C,9572,Constituency Bursary Fund,2024-06-30,2024-04-22,approved,24000,24000,Yes
9573,Brian Willis,Male,2010-12-01,13,0795377580,Machewa,1,No,Special Needs,Fair,2022,306,C,9573,Constituency Bursary Fund,2024-06-30,2023-08-01,approved,30000,30000,Yes
9574,Jeff Levy,Male,2009-05-21,15,0730781867,Tuwani,2,No,None,Good,2022,495,A,9574,Constituency Bursary Fund,2024-06-30,2023-09-10,approved,28000,28000,Yes
9575,Joshua Nelson,Male,2006-04-06,18,0770285367,Matisi,0,No,None,Fair,2021,187,E,9575,Constituency Bursary Fund,2024-06-30,2024-07-09,approved,28000,28000,Yes
9576,Jodi Anderson,Female,2009-05-11,15,0757591401,Tuwani,1,Yes,None,Good,2019,384,B,9576,Constituency Bursary Fund,2024-06-30,2024-07-11,approved,16000,16000,Yes
9577,Julie Jones,Female,2010-08-22,13,0708856016,Saboti,0,No,Special Needs,Fair,2021,388,B,9577,Constituency Bursary Fund,2024-06-30,2024-01-27,approved,21000,21000,Yes
9578,Steven Sanchez DVM,Male,2008-02-11,16,0750873965,Machewa,2,No,Special Needs,Poor,2022,410,A,9578,Constituency Bursary Fund,2024-06-30,2024-04-16,pending,24000,0,No
9579,Terry Johnston,Male,2008-08-19,15,0738178665,Matisi,1,No,Marginalized,Poor,2019,305,C,9579,Constituency Bursary Fund,2024-06-30,2024-06-28,approved,29000,29000,Yes
9580,Anthony Clay,Female,2005-10-19,18,0758535293,Machewa,2,No,Special Needs,Poor,2019,215,E,9580,Constituency Bursary Fund,2024-06-30,2023-08-02,approved,11000,11000,Yes
9581,Crystal Carr,Female,2011-02-15,13,0701690832,Machewa,1,Yes,Marginalized,Poor,2021,273,D,9581,Constituency Bursary Fund,2024-06-30,2023-12-03,approved,28000,28000,Yes
9582,Randy Gray,Male,2007-05-14,17,0706662208,Kinyoro,0,No,Special Needs,Fair,2022,404,A,9582,Constituency Bursary Fund,2024-06-30,2023-11-14,approved,29000,29000,Yes
9583,Travis Cordova,Male,2007-03-30,17,0767845133,Tuwani,1,Yes,Marginalized,Poor,2019,450,A,9583,Constituency Bursary Fund,2024-06-30,2024-06-18,pending,13000,0,No
9584,Karen Russell,Male,2005-12-07,18,0772074407,Saboti,1,No,Marginalized,Good,2019,278,D,9584,Constituency Bursary Fund,2024-06-30,2023-11-02,approved,29000,29000,Yes
9585,Nicholas Baker,Male,2010-07-06,14,0733259050,Tuwani,2,Yes,Marginalized,Good,2021,323,C,9585,Constituency Bursary Fund,2024-06-30,2024-04-28,approved,23000,23000,Yes
9586,Allison Walters,Female,2008-01-07,16,0719063699,Kinyoro,1,No,Marginalized,Poor,2021,345,C,9586,Constituency Bursary Fund,2024-06-30,2024-01-24,pending,16000,0,No
9587,Kelly Green,Male,2006-09-23,17,0720332053,Saboti,0,No,None,Poor,2022,302,C,9587,Constituency Bursary Fund,2024-06-30,2023-09-02,approved,14000,14000,Yes
9588,Michael Hall,Male,2008-08-29,15,0789917864,Machewa,0,No,None,Good,2019,160,E,9588,Constituency Bursary Fund,2024-06-30,2024-06-21,approved,23000,23000,Yes
9589,Jonathan Conrad,Male,2008-11-05,15,0770666112,Machewa,2,Yes,Marginalized,Fair,2022,378,B,9589,Constituency Bursary Fund,2024-06-30,2023-10-28,approved,27000,27000,Yes
9590,Wendy Scott,Male,2011-01-19,13,0703462030,Saboti,2,No,Special Needs,Poor,2022,183,E,9590,Constituency Bursary Fund,2024-06-30,2023-08-07,approved,26000,26000,Yes
9591,Adam Harris,Male,2009-09-14,14,0734365315,Matisi,1,No,Special Needs,Fair,2020,495,A,9591,Constituency Bursary Fund,2024-06-30,2024-02-07,approved,11000,11000,Yes
9592,Christopher Stokes,Female,2011-06-16,13,0736986614,Saboti,2,No,Marginalized,Poor,2020,357,B,9592,Constituency Bursary Fund,2024-06-30,2024-05-08,approved,28000,28000,Yes
9593,Donald Flores,Male,2009-01-15,15,0706050903,Saboti,1,Yes,Special Needs,Poor,2021,369,B,9593,Constituency Bursary Fund,2024-06-30,2024-02-25,approved,16000,16000,Yes
9594,Ryan Lewis,Female,2008-02-28,16,0745799390,Matisi,1,Yes,None,Good,2019,371,B,9594,Constituency Bursary Fund,2024-06-30,2024-04-08,approved,28000,28000,Yes
9595,Brandon Delacruz,Male,2006-04-25,18,0743027356,Saboti,1,No,Special Needs,Good,2022,331,C,9595,Constituency Bursary Fund,2024-06-30,2024-07-09,approved,12000,12000,Yes
9596,Jesus Richards,Male,2010-12-31,13,0738359139,Saboti,0,No,Special Needs,Fair,2021,186,E,9596,Constituency Bursary Fund,2024-06-30,2023-08-20,approved,14000,14000,Yes
9597,Randy Stewart,Female,2007-07-09,17,0705945346,Kinyoro,1,No,None,Poor,2020,464,A,9597,Constituency Bursary Fund,2024-06-30,2024-01-14,approved,30000,30000,Yes
9598,Ethan Reed,Male,2009-02-14,15,0727857485,Machewa,1,Yes,Marginalized,Fair,2021,210,E,9598,Constituency Bursary Fund,2024-06-30,2023-07-25,approved,12000,12000,Yes
9599,Michael Chaney,Female,2011-04-26,13,0796843443,Matisi,1,Yes,Marginalized,Fair,2022,376,B,9599,Constituency Bursary Fund,2024-06-30,2023-08-26,approved,14000,14000,Yes
9600,Michael Cameron,Male,2009-03-23,15,0702647265,Matisi,0,No,Special Needs,Poor,2021,338,C,9600,Constituency Bursary Fund,2024-06-30,2024-04-27,approved,14000,14000,Yes
9601,Misty Ray,Female,2009-09-12,14,0795799179,Matisi,1,Yes,Special Needs,Poor,2021,485,A,9601,Constituency Bursary Fund,2024-06-30,2024-05-02,approved,22000,22000,Yes
9602,Philip Trujillo,Male,2008-12-25,15,0744637790,Matisi,0,No,Marginalized,Good,2020,407,A,9602,Constituency Bursary Fund,2024-06-30,2024-05-20,approved,27000,27000,Yes
9603,Jordan White,Female,2009-05-06,15,0708718892,Matisi,2,Yes,None,Fair,2021,264,D,9603,Constituency Bursary Fund,2024-06-30,2024-01-20,pending,24000,0,No
9604,Jennifer Herring,Female,2009-03-11,15,0790931691,Matisi,1,No,Marginalized,Good,2020,453,A,9604,Constituency Bursary Fund,2024-06-30,2024-01-04,approved,27000,27000,Yes
9605,Denise Williams,Female,2008-04-05,16,0763799931,Kinyoro,1,Yes,None,Fair,2021,475,A,9605,Constituency Bursary Fund,2024-06-30,2023-09-05,approved,18000,18000,Yes
9606,James Carlson,Male,2008-07-01,16,0771029096,Matisi,1,Yes,Special Needs,Good,2020,386,B,9606,Constituency Bursary Fund,2024-06-30,2024-04-28,pending,17000,0,No
9607,Jacob Mcdonald,Male,2005-08-23,18,0729091056,Kinyoro,0,No,Special Needs,Fair,2019,321,C,9607,Constituency Bursary Fund,2024-06-30,2023-10-27,approved,15000,15000,Yes
9608,Michael Osborn,Female,2006-11-12,17,0756657182,Matisi,0,No,None,Fair,2020,480,A,9608,Constituency Bursary Fund,2024-06-30,2024-03-26,pending,18000,0,No
9609,Sandra Butler,Female,2006-10-19,17,0772509667,Tuwani,0,No,Marginalized,Fair,2022,485,A,9609,Constituency Bursary Fund,2024-06-30,2024-01-27,approved,15000,15000,Yes
9610,Destiny Schneider,Female,2009-07-18,15,0704305225,Saboti,2,Yes,Special Needs,Good,2022,334,C,9610,Constituency Bursary Fund,2024-06-30,2024-02-11,approved,22000,22000,Yes
9611,Rebecca Hoover,Male,2007-05-02,17,0772098068,Machewa,2,Yes,Special Needs,Good,2021,380,B,9611,Constituency Bursary Fund,2024-06-30,2023-11-26,approved,24000,24000,Yes
9612,Abigail Jackson,Male,2010-11-19,13,0765602612,Matisi,0,No,Marginalized,Good,2019,293,D,9612,Constituency Bursary Fund,2024-06-30,2023-08-06,approved,14000,14000,Yes
9613,Rachel Hernandez,Male,2010-05-17,14,0770847643,Tuwani,1,No,Marginalized,Good,2022,421,A,9613,Constituency Bursary Fund,2024-06-30,2024-03-19,approved,18000,18000,Yes
9614,Hannah Jacobs,Female,2006-08-31,17,0789651150,Machewa,2,Yes,Marginalized,Good,2020,329,C,9614,Constituency Bursary Fund,2024-06-30,2023-09-06,approved,23000,23000,Yes
9615,Bradley Diaz,Male,2007-06-08,17,0785200350,Saboti,2,No,Marginalized,Good,2021,339,C,9615,Constituency Bursary Fund,2024-06-30,2024-07-13,approved,26000,26000,Yes
9616,Lisa Johnson,Male,2010-10-03,13,0755048962,Tuwani,0,No,Special Needs,Fair,2022,383,B,9616,Constituency Bursary Fund,2024-06-30,2023-07-21,approved,21000,21000,Yes
9617,Ashley Wallace,Male,2008-02-12,16,0750044541,Matisi,0,No,Special Needs,Fair,2021,266,D,9617,Constituency Bursary Fund,2024-06-30,2024-03-10,approved,13000,13000,Yes
9618,Heather Stephenson,Female,2006-02-04,18,0706609108,Machewa,0,No,Marginalized,Fair,2021,164,E,9618,Constituency Bursary Fund,2024-06-30,2023-07-25,approved,14000,14000,Yes
9619,Alexis Clements,Female,2006-12-28,17,0798028905,Matisi,1,Yes,Special Needs,Fair,2019,354,B,9619,Constituency Bursary Fund,2024-06-30,2023-08-13,approved,23000,23000,Yes
9620,Zachary Bennett,Female,2010-07-13,14,0797516947,Tuwani,0,No,Special Needs,Fair,2021,371,B,9620,Constituency Bursary Fund,2024-06-30,2023-08-30,approved,22000,22000,Yes
9621,Kyle Garcia,Male,2010-09-26,13,0733425520,Kinyoro,0,No,Marginalized,Poor,2020,173,E,9621,Constituency Bursary Fund,2024-06-30,2024-05-17,approved,23000,23000,Yes
9622,Ashley Ramirez,Male,2009-05-14,15,0758876891,Tuwani,2,No,None,Good,2020,400,A,9622,Constituency Bursary Fund,2024-06-30,2024-07-02,approved,15000,15000,Yes
9623,Paul Rivera,Male,2007-09-18,16,0765310471,Kinyoro,0,No,None,Fair,2019,331,C,9623,Constituency Bursary Fund,2024-06-30,2024-03-24,approved,21000,21000,Yes
9624,Ralph Jones,Male,2009-07-27,14,0777604687,Saboti,2,Yes,None,Fair,2022,187,E,9624,Constituency Bursary Fund,2024-06-30,2024-04-29,approved,18000,18000,Yes
9625,Timothy Bryant,Male,2005-11-01,18,0707089707,Saboti,2,No,Special Needs,Poor,2020,304,C,9625,Constituency Bursary Fund,2024-06-30,2023-12-31,approved,17000,17000,Yes
9626,Yvette Parker,Male,2010-01-08,14,0731767070,Machewa,0,No,Marginalized,Fair,2021,411,A,9626,Constituency Bursary Fund,2024-06-30,2024-05-22,approved,25000,25000,Yes
9627,Joshua Fitzpatrick,Male,2011-03-02,13,0712556248,Kinyoro,2,Yes,Marginalized,Good,2020,370,B,9627,Constituency Bursary Fund,2024-06-30,2024-02-22,pending,16000,0,No
9628,Katrina Baker,Male,2007-05-17,17,0752150157,Machewa,2,Yes,Marginalized,Fair,2022,456,A,9628,Constituency Bursary Fund,2024-06-30,2023-11-19,approved,28000,28000,Yes
9629,Amber Carter,Male,2011-02-19,13,0750440035,Kinyoro,2,No,Special Needs,Good,2019,331,C,9629,Constituency Bursary Fund,2024-06-30,2024-01-30,approved,19000,19000,Yes
9630,Joseph Diaz,Female,2009-02-11,15,0719728088,Kinyoro,0,No,Marginalized,Fair,2022,383,B,9630,Constituency Bursary Fund,2024-06-30,2024-03-13,approved,13000,13000,Yes
9631,Ellen Park,Male,2008-02-14,16,0730193725,Kinyoro,2,Yes,None,Poor,2019,347,C,9631,Constituency Bursary Fund,2024-06-30,2024-02-25,approved,19000,19000,Yes
9632,Jason Foster,Female,2009-09-15,14,0704591013,Saboti,0,No,Special Needs,Fair,2021,232,E,9632,Constituency Bursary Fund,2024-06-30,2023-11-10,approved,22000,22000,Yes
9633,Brandon Holmes,Female,2007-02-17,17,0787166321,Matisi,0,No,None,Poor,2020,246,E,9633,Constituency Bursary Fund,2024-06-30,2024-06-03,approved,23000,23000,Yes
9634,Anthony Wagner,Female,2009-09-01,14,0730029777,Saboti,2,No,Special Needs,Good,2020,306,C,9634,Constituency Bursary Fund,2024-06-30,2023-10-27,approved,30000,30000,Yes
9635,Kayla Ramirez,Female,2008-10-09,15,0750899181,Saboti,0,No,Special Needs,Poor,2022,299,D,9635,Constituency Bursary Fund,2024-06-30,2023-08-03,approved,11000,11000,Yes
9636,Benjamin Wells,Male,2006-08-13,17,0737573550,Kinyoro,1,No,None,Fair,2022,441,A,9636,Constituency Bursary Fund,2024-06-30,2023-09-20,approved,26000,26000,Yes
9637,Cheryl Williams,Male,2010-11-15,13,0732990052,Machewa,1,Yes,Special Needs,Good,2021,260,D,9637,Constituency Bursary Fund,2024-06-30,2023-07-21,approved,10000,10000,Yes
9638,Rebecca Barry,Female,2007-07-15,17,0737523550,Matisi,1,Yes,Marginalized,Fair,2022,429,A,9638,Constituency Bursary Fund,2024-06-30,2024-04-07,approved,24000,24000,Yes
9639,Alyssa Alvarado,Male,2009-05-09,15,0740931661,Tuwani,0,No,Special Needs,Good,2021,295,D,9639,Constituency Bursary Fund,2024-06-30,2024-05-20,pending,28000,0,No
9640,Natalie Adams,Male,2009-11-26,14,0776652131,Kinyoro,0,No,Special Needs,Good,2022,498,A,9640,Constituency Bursary Fund,2024-06-30,2023-07-27,approved,13000,13000,Yes
9641,Joshua Wood,Female,2008-09-06,15,0754236039,Kinyoro,0,No,Special Needs,Fair,2019,488,A,9641,Constituency Bursary Fund,2024-06-30,2024-02-01,approved,21000,21000,Yes
9642,Jeffrey Owen,Male,2009-01-10,15,0732285920,Tuwani,1,Yes,Special Needs,Good,2021,444,A,9642,Constituency Bursary Fund,2024-06-30,2023-12-01,approved,19000,19000,Yes
9643,Richard Martinez,Female,2009-02-26,15,0797301895,Kinyoro,1,Yes,Special Needs,Good,2021,165,E,9643,Constituency Bursary Fund,2024-06-30,2023-10-21,approved,23000,23000,Yes
9644,Sean Parrish,Female,2010-08-23,13,0792447118,Kinyoro,2,Yes,Special Needs,Poor,2019,492,A,9644,Constituency Bursary Fund,2024-06-30,2024-03-16,approved,30000,30000,Yes
9645,Charles Johnson,Male,2009-07-19,15,0793912166,Machewa,1,No,None,Poor,2022,470,A,9645,Constituency Bursary Fund,2024-06-30,2024-05-01,approved,27000,27000,Yes
9646,Paul Hall,Male,2006-11-29,17,0709647990,Tuwani,2,Yes,Special Needs,Fair,2022,400,A,9646,Constituency Bursary Fund,2024-06-30,2024-04-21,approved,29000,29000,Yes
9647,John Howell,Female,2009-04-22,15,0726742098,Tuwani,2,Yes,None,Fair,2020,167,E,9647,Constituency Bursary Fund,2024-06-30,2023-08-13,approved,15000,15000,Yes
9648,Cathy Brown,Female,2006-05-30,18,0765290520,Matisi,2,No,Marginalized,Fair,2019,404,A,9648,Constituency Bursary Fund,2024-06-30,2024-01-24,approved,25000,25000,Yes
9649,Valerie Richardson,Female,2009-04-17,15,0755041653,Machewa,2,No,Marginalized,Good,2022,356,B,9649,Constituency Bursary Fund,2024-06-30,2024-01-23,approved,30000,30000,Yes
9650,Daniel Cervantes,Female,2009-01-08,15,0762480712,Tuwani,0,No,Marginalized,Good,2019,180,E,9650,Constituency Bursary Fund,2024-06-30,2023-12-10,approved,23000,23000,Yes
9651,Kelsey Douglas,Female,2007-08-20,16,0799631133,Matisi,0,No,Special Needs,Poor,2019,232,E,9651,Constituency Bursary Fund,2024-06-30,2024-02-19,approved,25000,25000,Yes
9652,Amanda Nguyen,Female,2008-02-16,16,0762876593,Machewa,1,Yes,Marginalized,Fair,2019,482,A,9652,Constituency Bursary Fund,2024-06-30,2023-10-01,approved,12000,12000,Yes
9653,Tristan Powell,Female,2010-08-21,13,0781139358,Machewa,2,No,Marginalized,Poor,2022,364,B,9653,Constituency Bursary Fund,2024-06-30,2024-04-06,approved,30000,30000,Yes
9654,Brian Benton,Male,2006-01-02,18,0708217587,Kinyoro,1,Yes,None,Fair,2020,401,A,9654,Constituency Bursary Fund,2024-06-30,2024-02-26,approved,26000,26000,Yes
9655,Scott Oliver,Female,2009-07-26,14,0733393671,Tuwani,1,Yes,Marginalized,Poor,2020,483,A,9655,Constituency Bursary Fund,2024-06-30,2023-11-13,pending,15000,0,No
9656,Candace Jenkins,Female,2007-03-09,17,0752057811,Saboti,2,Yes,Marginalized,Poor,2019,296,D,9656,Constituency Bursary Fund,2024-06-30,2024-07-18,approved,29000,29000,Yes
9657,Jason Harper,Male,2008-10-10,15,0759897627,Saboti,1,Yes,Marginalized,Poor,2019,335,C,9657,Constituency Bursary Fund,2024-06-30,2024-06-02,approved,19000,19000,Yes
9658,Jill Dodson,Male,2009-04-17,15,0714450190,Machewa,1,No,None,Poor,2020,322,C,9658,Constituency Bursary Fund,2024-06-30,2024-06-27,pending,18000,0,No
9659,Kevin Johnson,Male,2010-09-09,13,0718438635,Matisi,0,No,Marginalized,Fair,2019,373,B,9659,Constituency Bursary Fund,2024-06-30,2023-10-03,approved,22000,22000,Yes
9660,Christopher Adams,Male,2008-08-05,15,0783786412,Machewa,2,Yes,Special Needs,Fair,2022,373,B,9660,Constituency Bursary Fund,2024-06-30,2024-03-28,approved,14000,14000,Yes
9661,Tammy Daniels,Male,2006-09-15,17,0704785527,Saboti,1,Yes,Marginalized,Good,2021,451,A,9661,Constituency Bursary Fund,2024-06-30,2024-06-16,approved,16000,16000,Yes
9662,Sarah Barker,Female,2007-10-14,16,0798526083,Matisi,0,No,None,Poor,2021,474,A,9662,Constituency Bursary Fund,2024-06-30,2024-04-15,approved,10000,10000,Yes
9663,Angela Johnson,Male,2008-01-30,16,0769001099,Tuwani,1,Yes,None,Good,2019,203,E,9663,Constituency Bursary Fund,2024-06-30,2024-02-10,pending,26000,0,No
9664,Nicole Harmon,Male,2009-03-25,15,0744626387,Machewa,2,Yes,Marginalized,Good,2019,385,B,9664,Constituency Bursary Fund,2024-06-30,2024-05-16,approved,16000,16000,Yes
9665,Amy Blackwell MD,Female,2009-04-16,15,0771276210,Matisi,1,Yes,Marginalized,Good,2021,228,E,9665,Constituency Bursary Fund,2024-06-30,2024-03-05,approved,26000,26000,Yes
9666,Norman Fowler,Female,2009-04-11,15,0744961790,Machewa,1,No,Special Needs,Good,2020,392,B,9666,Constituency Bursary Fund,2024-06-30,2023-07-26,approved,29000,29000,Yes
9667,Mason Horne,Male,2011-05-11,13,0766188799,Saboti,0,No,Marginalized,Good,2021,455,A,9667,Constituency Bursary Fund,2024-06-30,2023-10-26,approved,23000,23000,Yes
9668,Douglas Garcia,Male,2006-05-01,18,0723008867,Matisi,1,No,Special Needs,Good,2020,259,D,9668,Constituency Bursary Fund,2024-06-30,2024-06-23,approved,22000,22000,Yes
9669,Phillip Peterson,Female,2008-02-09,16,0710696009,Kinyoro,2,Yes,Special Needs,Good,2020,203,E,9669,Constituency Bursary Fund,2024-06-30,2023-07-23,pending,18000,0,No
9670,Rick Hernandez,Female,2006-05-11,18,0731256905,Kinyoro,2,No,Special Needs,Poor,2021,376,B,9670,Constituency Bursary Fund,2024-06-30,2023-12-10,pending,15000,0,No
9671,Jonathan Oneill,Female,2008-11-15,15,0773649629,Machewa,1,Yes,Marginalized,Fair,2019,465,A,9671,Constituency Bursary Fund,2024-06-30,2023-09-26,approved,28000,28000,Yes
9672,William Alvarez,Female,2008-08-10,15,0709860739,Matisi,2,Yes,Marginalized,Poor,2021,207,E,9672,Constituency Bursary Fund,2024-06-30,2023-09-02,approved,14000,14000,Yes
9673,Briana Cook,Male,2006-01-14,18,0769666084,Machewa,2,Yes,Marginalized,Good,2020,444,A,9673,Constituency Bursary Fund,2024-06-30,2023-09-21,approved,16000,16000,Yes
9674,James Rodriguez,Male,2009-08-14,14,0785472337,Machewa,2,No,Special Needs,Fair,2022,249,E,9674,Constituency Bursary Fund,2024-06-30,2023-11-30,approved,11000,11000,Yes
